bucket_key,context_json,created_at,error_code,error_message,error_stage,fiscal_date,id,imported_at,job_id,job_item_id,raw_payload,stock_id,symbol,trade_date,updated_at
quote_latest,"{""moduleName"":""quote"",""requestUrl"":""https://query1.finance.yahoo.com/v7/finance/quote?symbols=RELIANCE.NS&formatted=false"",""rawImportId"":""8ab8bdab-5ff5-414a-aa34-c40136050990"",""requestType"":""quote_latest""}",2026-04-29T00:46:45.243+00:00,401,User is unable to access this feature - https://bit.ly/yahoo-finance-api-feedback,fetch,,087a56e5-60a7-4022-993a-e53bfc957c93,2026-04-29T00:46:45.243+00:00,8305be7e-8b0c-420b-b25e-2784e0d44b42,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""User is unable to access this feature - https://bit.ly/yahoo-finance-api-feedback""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-29T00:46:45.243+00:00
quote_statistics,"{""itemKey"":""1e0fab79-e038-4b74-a135-af61999090cd:quote_statistics"",""rowStatus"":""validated"",""actorEmail"":""amitbhawani@gmail.com"",""actionTaken"":""processing"",""duplicateMode"":""skip_existing_dates"",""importOnlyMissingData"":true}",2026-04-28T17:16:56.171+00:00,,"Yahoo Finance did not return a quote result for ""RELIANCE.NS"".",batch_worker,,0c849fcc-58af-4be6-a482-4fd1dda39855,2026-04-28T17:16:56.171+00:00,f2f940aa-0ec5-47fe-965b-a663825564c2,,"{""sourceKey"":""RELIANCE.NS"",""targetKey"":""reliance-industries"",""batchJobId"":""f2f940aa-0ec5-47fe-965b-a663825564c2"",""batchItemId"":""7320f519-b3cc-4e46-b44c-33030499e1ae""}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T17:16:56.171+00:00
financial_statements,"{""moduleName"":""incomeStatementHistory,incomeStatementHistoryQuarterly,balanceSheetHistory,balanceSheetHistoryQuarterly,cashflowStatementHistory,cashflowStatementHistoryQuarterly"",""requestUrl"":""https://query1.finance.yahoo.com/v10/finance/quoteSummary/RELIANCE.NS?modules=incomeStatementHistory%2CincomeStatementHistoryQuarterly%2CbalanceSheetHistory%2CbalanceSheetHistoryQuarterly%2CcashflowStatementHistory%2CcashflowStatementHistoryQuarterly&formatted=false&corsDomain=finance.yahoo.com"",""rawImportId"":""4baee9d8-2399-4982-9caa-80fc8788c6d5"",""requestType"":""financial_statements""}",2026-04-28T17:16:25.796+00:00,401,"Yahoo Finance did not return quote summary modules for ""RELIANCE.NS"".",fetch,,135de863-d6dd-48a4-b5d0-2c9c3ce49b20,2026-04-28T17:16:25.796+00:00,b6bda111-929f-4494-916f-b506d94db1e4,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""Invalid Crumb""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T17:16:25.796+00:00
financial_statements,"{""moduleName"":""incomeStatementHistory,incomeStatementHistoryQuarterly,balanceSheetHistory,balanceSheetHistoryQuarterly,cashflowStatementHistory,cashflowStatementHistoryQuarterly"",""requestUrl"":""https://query1.finance.yahoo.com/v10/finance/quoteSummary/RELIANCE.NS?modules=incomeStatementHistory%2CincomeStatementHistoryQuarterly%2CbalanceSheetHistory%2CbalanceSheetHistoryQuarterly%2CcashflowStatementHistory%2CcashflowStatementHistoryQuarterly&formatted=false&corsDomain=finance.yahoo.com"",""rawImportId"":""3fb27755-2334-40e7-967b-b5df8dde988a"",""requestType"":""financial_statements""}",2026-04-29T00:47:13.995+00:00,401,Invalid Crumb,fetch,,17ac39c9-9b46-4aea-b16e-45e57497bf7f,2026-04-29T00:47:13.995+00:00,5499d952-89c8-4fad-a98c-50ca9e78af5d,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""Invalid Crumb""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-29T00:47:13.995+00:00
financial_statements,"{""moduleName"":""incomeStatementHistory,incomeStatementHistoryQuarterly,balanceSheetHistory,balanceSheetHistoryQuarterly,cashflowStatementHistory,cashflowStatementHistoryQuarterly"",""requestUrl"":""https://query1.finance.yahoo.com/v10/finance/quoteSummary/RELIANCE.NS?modules=incomeStatementHistory%2CincomeStatementHistoryQuarterly%2CbalanceSheetHistory%2CbalanceSheetHistoryQuarterly%2CcashflowStatementHistory%2CcashflowStatementHistoryQuarterly&formatted=false&corsDomain=finance.yahoo.com"",""rawImportId"":""4250588b-0343-4873-b339-ee349ac5df0d"",""requestType"":""financial_statements""}",2026-04-29T00:47:24.044+00:00,401,Invalid Crumb,fetch,,19697664-cb68-45fb-97b5-0a7c8bd88c4d,2026-04-29T00:47:24.044+00:00,5499d952-89c8-4fad-a98c-50ca9e78af5d,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""Invalid Crumb""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-29T00:47:24.044+00:00
financial_statements,"{""moduleName"":""incomeStatementHistory,incomeStatementHistoryQuarterly,balanceSheetHistory,balanceSheetHistoryQuarterly,cashflowStatementHistory,cashflowStatementHistoryQuarterly"",""requestUrl"":""https://query1.finance.yahoo.com/v10/finance/quoteSummary/RELIANCE.NS?modules=incomeStatementHistory%2CincomeStatementHistoryQuarterly%2CbalanceSheetHistory%2CbalanceSheetHistoryQuarterly%2CcashflowStatementHistory%2CcashflowStatementHistoryQuarterly&formatted=false&corsDomain=finance.yahoo.com"",""rawImportId"":""5c7a4d5b-43a3-4f42-9905-a56fba1ea623"",""requestType"":""financial_statements""}",2026-04-29T00:47:15.828+00:00,401,Invalid Crumb,fetch,,25932bb5-3820-4d5e-891f-0100f2da0867,2026-04-29T00:47:15.828+00:00,5499d952-89c8-4fad-a98c-50ca9e78af5d,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""Invalid Crumb""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-29T00:47:15.828+00:00
valuation_statistics,"{""moduleName"":""summaryDetail,defaultKeyStatistics,financialData,price"",""requestUrl"":""https://query1.finance.yahoo.com/v10/finance/quoteSummary/RELIANCE.NS?modules=summaryDetail%2CdefaultKeyStatistics%2CfinancialData%2Cprice&formatted=false&corsDomain=finance.yahoo.com"",""rawImportId"":""4a88a115-598d-4f73-92f6-3f8fc035fa1c"",""requestType"":""quote_summary""}",2026-04-28T18:05:39.946+00:00,401,Invalid Crumb,fetch,,2c7cf7b2-2d93-477c-8a20-cd68b1ecd0f4,2026-04-28T18:05:39.946+00:00,36851626-dfbc-4d60-bf00-0d3bcdb0ff23,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""Invalid Crumb""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T18:05:39.946+00:00
quote_latest,"{""moduleName"":""quote"",""requestUrl"":""https://query1.finance.yahoo.com/v7/finance/quote?symbols=RELIANCE.NS&formatted=false"",""rawImportId"":""5b682947-d4b3-4f00-8d0b-80370b11baf2"",""requestType"":""quote_latest""}",2026-04-29T00:46:43.617+00:00,401,User is unable to access this feature - https://bit.ly/yahoo-finance-api-feedback,fetch,,36146afd-383b-48be-8d0c-4f142d137a9e,2026-04-29T00:46:43.617+00:00,8305be7e-8b0c-420b-b25e-2784e0d44b42,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""User is unable to access this feature - https://bit.ly/yahoo-finance-api-feedback""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-29T00:46:43.617+00:00
valuation_statistics,"{""moduleName"":""summaryDetail,defaultKeyStatistics,financialData,price"",""requestUrl"":""https://query1.finance.yahoo.com/v10/finance/quoteSummary/RELIANCE.NS?modules=summaryDetail%2CdefaultKeyStatistics%2CfinancialData%2Cprice&formatted=false&corsDomain=finance.yahoo.com"",""rawImportId"":""ed52ecb9-b36e-4803-a67e-0496b0d97c04"",""requestType"":""quote_summary""}",2026-04-28T18:05:42.711+00:00,401,Invalid Crumb,fetch,,36bcca89-83e2-4c60-b967-fa01a986a7fa,2026-04-28T18:05:42.711+00:00,36851626-dfbc-4d60-bf00-0d3bcdb0ff23,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""Invalid Crumb""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T18:05:42.711+00:00
financial_statements,"{""moduleName"":""incomeStatementHistory,incomeStatementHistoryQuarterly,balanceSheetHistory,balanceSheetHistoryQuarterly,cashflowStatementHistory,cashflowStatementHistoryQuarterly"",""requestUrl"":""https://query1.finance.yahoo.com/v10/finance/quoteSummary/RELIANCE.NS?modules=incomeStatementHistory%2CincomeStatementHistoryQuarterly%2CbalanceSheetHistory%2CbalanceSheetHistoryQuarterly%2CcashflowStatementHistory%2CcashflowStatementHistoryQuarterly&formatted=false&corsDomain=finance.yahoo.com"",""rawImportId"":""c73a3999-6634-411c-a569-462f0245e07b"",""requestType"":""financial_statements""}",2026-04-28T18:05:59.012+00:00,401,Invalid Crumb,fetch,,398a48ec-6200-4864-ae0e-eee1469ffa26,2026-04-28T18:05:59.012+00:00,b5566018-8d93-49b8-9428-867776813868,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""Invalid Crumb""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T18:05:59.012+00:00
quote_latest,"{""moduleName"":""quote"",""requestUrl"":""https://query1.finance.yahoo.com/v7/finance/quote?symbols=RELIANCE.NS&formatted=false"",""rawImportId"":""6a8f7cde-3b28-4788-af38-52b661394b4f"",""requestType"":""quote_latest""}",2026-04-28T17:16:44.319+00:00,401,"Yahoo Finance did not return a quote result for ""RELIANCE.NS"".",fetch,,45c4e3f1-4478-4e2e-a147-69c9de93e72e,2026-04-28T17:16:44.319+00:00,34dbf7ec-8bca-401d-a24b-017ca70e25c5,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""User is unable to access this feature - https://bit.ly/yahoo-finance-api-feedback""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T17:16:44.319+00:00
quote_latest,"{""moduleName"":""quote"",""requestUrl"":""https://query1.finance.yahoo.com/v7/finance/quote?symbols=RELIANCE.NS&formatted=false"",""rawImportId"":""6da3c7e9-2747-4c4b-aa97-0f277e5a4d85"",""requestType"":""quote_latest""}",2026-04-28T18:03:52.381+00:00,401,"Yahoo Finance did not return a quote result for ""RELIANCE.NS"".",fetch,,4f163a46-a5d4-4ce7-8691-32a10f184b0f,2026-04-28T18:03:52.381+00:00,7ac9aec8-98a2-4f61-9d28-90efed21538d,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""User is unable to access this feature - https://bit.ly/yahoo-finance-api-feedback""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T18:03:52.381+00:00
valuation_statistics,"{""moduleName"":""summaryDetail,defaultKeyStatistics,financialData,price"",""requestUrl"":""https://query1.finance.yahoo.com/v10/finance/quoteSummary/RELIANCE.NS?modules=summaryDetail%2CdefaultKeyStatistics%2CfinancialData%2Cprice&formatted=false&corsDomain=finance.yahoo.com"",""rawImportId"":""5475e7e7-14e3-4003-b137-c2d95202d306"",""requestType"":""quote_summary""}",2026-04-28T18:05:48.242+00:00,401,Invalid Crumb,fetch,,53cb4fd3-d0b4-4908-b1df-e85d34ad6872,2026-04-28T18:05:48.242+00:00,36851626-dfbc-4d60-bf00-0d3bcdb0ff23,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""Invalid Crumb""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T18:05:48.242+00:00
valuation_statistics,"{""moduleName"":""summaryDetail,defaultKeyStatistics,financialData,price"",""requestUrl"":""https://query1.finance.yahoo.com/v10/finance/quoteSummary/RELIANCE.NS?modules=summaryDetail%2CdefaultKeyStatistics%2CfinancialData%2Cprice&formatted=false&corsDomain=finance.yahoo.com"",""rawImportId"":""9536cfec-c2a8-4463-b566-153666fd6363"",""requestType"":""quote_summary""}",2026-04-28T18:05:38.221+00:00,401,Invalid Crumb,fetch,,5ae1c3c7-dd3b-41df-86d8-84e9b1ab501e,2026-04-28T18:05:38.221+00:00,36851626-dfbc-4d60-bf00-0d3bcdb0ff23,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""Invalid Crumb""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T18:05:38.221+00:00
quote_latest,"{""moduleName"":""quote"",""requestUrl"":""https://query1.finance.yahoo.com/v7/finance/quote?symbols=RELIANCE.NS&formatted=false"",""rawImportId"":""11c42712-3358-4ae0-948f-0db6e70777dd"",""requestType"":""quote_latest""}",2026-04-29T00:46:52.827+00:00,401,User is unable to access this feature - https://bit.ly/yahoo-finance-api-feedback,fetch,,60508847-3a6b-40bb-b0b5-390188a421d7,2026-04-29T00:46:52.827+00:00,8305be7e-8b0c-420b-b25e-2784e0d44b42,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""User is unable to access this feature - https://bit.ly/yahoo-finance-api-feedback""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-29T00:46:52.827+00:00
quote_latest,"{""moduleName"":""quote"",""requestUrl"":""https://query1.finance.yahoo.com/v7/finance/quote?symbols=RELIANCE.NS&formatted=false"",""rawImportId"":""aeffa4da-6b10-4b2c-8aac-c3bc0118023e"",""requestType"":""quote_latest""}",2026-04-29T00:46:47.849+00:00,401,User is unable to access this feature - https://bit.ly/yahoo-finance-api-feedback,fetch,,6481044f-bc70-4b3b-8745-6df4743f5a07,2026-04-29T00:46:47.849+00:00,8305be7e-8b0c-420b-b25e-2784e0d44b42,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""User is unable to access this feature - https://bit.ly/yahoo-finance-api-feedback""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-29T00:46:47.849+00:00
quote_latest,"{""moduleName"":""quote"",""requestUrl"":""https://query1.finance.yahoo.com/v7/finance/quote?symbols=RELIANCE.NS&formatted=false"",""rawImportId"":""5fa03e0b-448e-4abc-8d25-55a06c83a9c6"",""requestType"":""quote_latest""}",2026-04-28T17:15:55.266+00:00,401,"Yahoo Finance did not return a quote result for ""RELIANCE.NS"".",fetch,,655b3d54-2a2b-406d-9e4a-5f876ddb0713,2026-04-28T17:15:55.266+00:00,ce60cbfb-9a39-4319-8083-dd3c09ef2ff3,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""User is unable to access this feature - https://bit.ly/yahoo-finance-api-feedback""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T17:15:55.266+00:00
quote_latest,"{""moduleName"":""quote"",""requestUrl"":""https://query1.finance.yahoo.com/v7/finance/quote?symbols=RELIANCE.NS&formatted=false"",""rawImportId"":""10e0cf52-e97b-4947-8f0a-03fdcae0d983"",""requestType"":""quote_latest""}",2026-04-28T17:15:50.363+00:00,401,"Yahoo Finance did not return a quote result for ""RELIANCE.NS"".",fetch,,6733cc3c-b712-4b3c-bd54-58cf9000df8c,2026-04-28T17:15:50.363+00:00,ce60cbfb-9a39-4319-8083-dd3c09ef2ff3,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""User is unable to access this feature - https://bit.ly/yahoo-finance-api-feedback""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T17:15:50.363+00:00
quote_latest,"{""moduleName"":""quote"",""requestUrl"":""https://query1.finance.yahoo.com/v7/finance/quote?symbols=RELIANCE.NS&formatted=false"",""rawImportId"":""9b9d017c-1d43-4d02-83c8-b9be6ea1e89f"",""requestType"":""quote_latest""}",2026-04-28T18:05:25.449+00:00,401,User is unable to access this feature - https://bit.ly/yahoo-finance-api-feedback,fetch,,6a203bac-ee4b-4092-8a7a-ffadd9263b34,2026-04-28T18:05:25.449+00:00,36851626-dfbc-4d60-bf00-0d3bcdb0ff23,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""User is unable to access this feature - https://bit.ly/yahoo-finance-api-feedback""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T18:05:25.449+00:00
quote_latest,"{""moduleName"":""quote"",""requestUrl"":""https://query1.finance.yahoo.com/v7/finance/quote?symbols=RELIANCE.NS&formatted=false"",""rawImportId"":""9bd30159-0c42-40ea-ae04-63a6f9804c96"",""requestType"":""quote_latest""}",2026-04-28T17:16:54.734+00:00,401,"Yahoo Finance did not return a quote result for ""RELIANCE.NS"".",fetch,,6d27d22e-530a-448a-838d-c9953dfb7434,2026-04-28T17:16:54.734+00:00,34dbf7ec-8bca-401d-a24b-017ca70e25c5,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""User is unable to access this feature - https://bit.ly/yahoo-finance-api-feedback""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T17:16:54.734+00:00
valuation_statistics,"{""moduleName"":""summaryDetail,defaultKeyStatistics,financialData,price"",""requestUrl"":""https://query1.finance.yahoo.com/v10/finance/quoteSummary/RELIANCE.NS?modules=summaryDetail%2CdefaultKeyStatistics%2CfinancialData%2Cprice&formatted=false&corsDomain=finance.yahoo.com"",""rawImportId"":""b273d1d0-f89e-4fa1-b062-401436a14d5f"",""requestType"":""quote_summary""}",2026-04-29T00:46:56.505+00:00,401,Invalid Crumb,fetch,,70bca6e6-86bb-41f6-a3a1-b866feee1c47,2026-04-29T00:46:56.505+00:00,8305be7e-8b0c-420b-b25e-2784e0d44b42,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""Invalid Crumb""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-29T00:46:56.505+00:00
quote_statistics,"{""yahooSymbol"":""RELIANCE.NS""}",2026-04-28T17:10:40.133+00:00,,Could not save Yahoo valuation/statistics rows. Could not find the table 'public.stock_share_statistics' in the schema cache,normalize,,781021de-f1eb-4ce7-b158-5c8403ee3c37,2026-04-28T17:10:40.133+00:00,3368d2c4-e9be-4819-b180-b37278aa87ea,,{},1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T17:10:40.133+00:00
valuation_statistics,"{""moduleName"":""summaryDetail,defaultKeyStatistics,financialData,price"",""requestUrl"":""https://query1.finance.yahoo.com/v10/finance/quoteSummary/RELIANCE.NS?modules=summaryDetail%2CdefaultKeyStatistics%2CfinancialData%2Cprice&formatted=false&corsDomain=finance.yahoo.com"",""rawImportId"":""62b063d4-050b-44a9-8987-1f24f2c173ad"",""requestType"":""quote_summary""}",2026-04-29T00:47:05.795+00:00,401,Invalid Crumb,fetch,,824ebba8-2693-4fec-bc2a-4eb32a273d78,2026-04-29T00:47:05.795+00:00,8305be7e-8b0c-420b-b25e-2784e0d44b42,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""Invalid Crumb""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-29T00:47:05.795+00:00
quote_latest,"{""moduleName"":""quote"",""requestUrl"":""https://query1.finance.yahoo.com/v7/finance/quote?symbols=RELIANCE.NS&formatted=false"",""rawImportId"":""743236ea-6fd7-4edc-9bf7-cd2490450631"",""requestType"":""quote_latest""}",2026-04-28T17:16:46.171+00:00,401,"Yahoo Finance did not return a quote result for ""RELIANCE.NS"".",fetch,,89d58cdf-0baa-4edf-bb72-6c35a983176e,2026-04-28T17:16:46.171+00:00,34dbf7ec-8bca-401d-a24b-017ca70e25c5,,"{""finance"":{""error"":{""code"":""Unauthorized"",""description"":""User is unable to access this feature - https://bit.ly/yahoo-finance-api-feedback""},""result"":null}}",1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T17:16:46.171+00:00
quote_statistics,"{""yahooSymbol"":""RELIANCE.NS""}",2026-04-28T17:16:55.637+00:00,,"Yahoo Finance did not return a quote result for ""RELIANCE.NS"".",normalize,,90aae394-925b-417b-9dea-6cc98e6c1d8c,2026-04-28T17:16:55.637+00:00,34dbf7ec-8bca-401d-a24b-017ca70e25c5,,{},1e0fab79-e038-4b74-a135-af61999090cd,RELIANCE,,2026-04-28T17:16:55.637+00:00
